id,scientificName,taxonRank,kingdom,family,vernacularName,individualCount,lifeStage,longitudeDecimal,latitudeDecimal,continent,country,locality,references,eventDate,year
99979296@OBS,Haliaeetus leucocephalus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Bald Eagle,1,unknown,-125.297791957,50.0381751309,North America,Canada,Elk Falls Provincial Park,https://data.biodiversitydata.nl/obsint/observation/OBS.99979296,2010-09-18,2010
99979195@OBS,Haliaeetus leucocephalus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Bald Eagle,1,unknown,-125.217010975,50.0421680033,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99979195,2010-09-18,2010
99979096@OBS,Larus californicus,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,California Gull,1,unknown,-125.197248459,49.9993738855,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99979096,2010-09-17,2010
99979092@OBS,Larus glaucescens,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Glaucous-winged Gull,1,unknown,-125.197248459,49.9993738855,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99979092,2010-09-17,2010
99979076@OBS,Haliaeetus leucocephalus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Bald Eagle,1,adult,-125.197248459,49.9993738855,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99979076,2010-09-17,2010
99978941@OBS,Colaptes auratus,species,Animalia,WOODPECKERS_PICIDAE,Northern Flicker,3,unknown,-125.202627182,50.0949362198,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99978941,2010-09-17,2010
99978908@OBS,Larus californicus,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,California Gull,1,unknown,-125.207347873,50.1081905335,North America,Canada,British Columbia (BC),https://data.biodiversitydata.nl/obsint/observation/OBS.99978908,2010-09-17,2010
99978901@OBS,Larus glaucescens,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Glaucous-winged Gull,1,unknown,-125.207347873,50.1081905335,North America,Canada,British Columbia (BC),https://data.biodiversitydata.nl/obsint/observation/OBS.99978901,2010-09-17,2010
99978633@OBS,Troglodytes pacificus,species,Animalia,WRENS_TROGLODYTIDAE,Pacific Wren,1,unknown,-124.662866593,49.2908664147,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99978633,2010-09-16,2010
99977883@OBS,Haliaeetus leucocephalus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Bald Eagle,1,unknown,-125.646886826,49.1104689392,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99977883,2010-09-15,2010
99977556@OBS,Larus californicus,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,California Gull,1,unknown,-125.933761604,49.1155609103,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99977556,2010-09-14,2010
99977523@OBS,Enhydra lutris,species,Animalia,WEASELS_AND_RELATIVES_MUSTELIDAE,Sea Otter,1,unknown,-125.933761604,49.1155609103,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99977523,2010-09-14,2010
99977522@OBS,Eumetopias jubatus,species,Animalia,FUR_SEALS_OTARIIDAE,Steller Sea Lion,30,unknown,-125.933761604,49.1155609103,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99977522,2010-09-14,2010
99977520@OBS,Phoca vitulina,species,Animalia,SEALS_PHOCIDAE,Harbour Seal,50,unknown,-125.933761604,49.1155609103,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99977520,2010-09-14,2010
99977509@OBS,Orcinus orca,species,Animalia,DOLPHINS_DELPHINIDAE,Killer Whale,4,unknown,-125.907669074,49.2558102126,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99977509,2010-09-14,2010
99977474@OBS,Haliaeetus leucocephalus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Bald Eagle,3,unknown,-125.899086006,49.1645250136,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99977474,2010-09-14,2010
99976062@OBS,Ursus americanus,species,Animalia,BEARS_URSIDAE,American Black Bear,1,unknown,-125.813698767,49.0873246871,North America,Canada,Pacific Rim National Park Reserve of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.99976062,2010-09-12,2010
99976034@OBS,Enhydra lutris,species,Animalia,WEASELS_AND_RELATIVES_MUSTELIDAE,Sea Otter,1,unknown,-125.933074958,49.1112911048,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99976034,2010-09-13,2010
99976030@OBS,Phoca vitulina,species,Animalia,SEALS_PHOCIDAE,Harbour Seal,20,unknown,-125.933074958,49.1112911048,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99976030,2010-09-13,2010
99976024@OBS,Eumetopias jubatus,species,Animalia,FUR_SEALS_OTARIIDAE,Steller Sea Lion,30,unknown,-125.933074958,49.1112911048,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99976024,2010-09-13,2010
99975844@OBS,Troglodytes pacificus,species,Animalia,WRENS_TROGLODYTIDAE,Pacific Wren,1,unknown,-125.705816746,49.0437681461,North America,Canada,Pacific Rim National Park Reserve of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.99975844,2010-09-13,2010
99975749@OBS,Haliaeetus leucocephalus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Bald Eagle,1,adult,-125.896253588,49.1530519906,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99975749,2010-09-13,2010
99975406@OBS,Larus californicus,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,California Gull,1,unknown,-125.925951006,49.1194895567,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99975406,2010-09-13,2010
99975400@OBS,Calidris alba,species,Animalia,SANDPIPERS_AND_ALLIES_SCOLOPACIDAE,Sanderling,1,unknown,-125.925951006,49.1194895567,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99975400,2010-09-13,2010
99975377@OBS,Cepphus columba,species,Animalia,AUKS_ALCIDAE,Pigeon Guillemot,1,unknown,-125.925951006,49.1194895567,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99975377,2010-09-13,2010
99975371@OBS,Haematopus bachmani,species,Animalia,OYSTERCATCHERS_HAEMATOPODIDAE,Black Oystercatcher,5,unknown,-125.925951006,49.1194895567,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.99975371,2010-09-13,2010
98616684@OBS,Procyon lotor,species,Animalia,COATIS_RACCOONS_AND_RINGTAILS_PROCYONIDAE,Northern Raccoon,5,unknown,-123.141803741,49.313540735,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.98616684,2003-07-23,2003
98616428@OBS,Turdus migratorius,species,Animalia,THRUSHES_TURDIDAE,American Robin,8,unknown,-123.13794136,49.29871051,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.98616428,2003-07-23,2003
98616123@OBS,Haliaeetus leucocephalus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Bald Eagle,1,adult,-123.11950922,49.2986195605,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.98616123,2003-07-23,2003
98616081@OBS,Branta canadensis,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Canada Goose,101,unknown,-123.139572144,49.2958278967,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.98616081,2003-07-23,2003
98616077@OBS,Ardea herodias,species,Animalia,HERONS_ARDEIDAE,Great Blue Heron,10,unknown,-123.13798428,49.29697537,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.98616077,2003-07-23,2003
98615608@OBS,Larus glaucescens,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Glaucous-winged Gull,2,unknown,-123.122706413,49.2789486073,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.98615608,2003-07-23,2003
98588048@OBS,Larus glaucescens,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Glaucous-winged Gull,1,unknown,-123.363320231,48.4138547084,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.98588048,2010-09-09,2010
98587606@OBS,Larus glaucescens,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Glaucous-winged Gull,1,unknown,-123.365347982,48.4083254732,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.98587606,2010-09-08,2010
97627866@OBS,Orcinus orca,species,Animalia,DOLPHINS_DELPHINIDAE,Killer Whale,3,unknown,-125.630464554,50.7885473735,North America,Canada,British Columbia (BC),https://data.biodiversitydata.nl/obsint/observation/OBS.97627866,2013-07-15,2013
97627062@OBS,Pandion haliaetus,species,Animalia,OSPREY_PANDIONIDAE,Western Osprey,3,unknown,-115.926818401,51.2667748882,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.97627062,2013-04-30,2013
97627058@OBS,Ovis canadensis,species,Animalia,BOVIDS_BOVIDAE,Bighorn Sheep,6,unknown,-115.699753314,51.1706327389,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.97627058,2013-04-30,2013
97627017@OBS,Ondatra zibethicus,species,Animalia,HAMSTERS_NEW_WORLD_RATS_AND_MICE_CRICETIDAE,Common Muskrat,1,unknown,-115.587315112,51.1725086968,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.97627017,2013-03-30,2013
97626680@OBS,Castor canadensis,species,Animalia,BEAVERS_CASTORIDAE,American Beaver,2,unknown,-115.65,51.15,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.97626680,2013-07-15,2013
97626674@OBS,Alces americanus,synonym,Animalia,DEER_CERVIDAE,Moose,1,unknown,-115.626153499,51.1743408564,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.97626674,2013-07-15,2013
97626670@OBS,Ochotona princeps,species,Animalia,PIKAS_OCHOTONIDAE,American Pika,1,unknown,-116.180391088,51.3279432973,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.97626670,2013-07-15,2013
97626630@OBS,Alces americanus,synonym,Animalia,DEER_CERVIDAE,Moose,1,unknown,-112.877418995,53.5916833518,North America,Canada,Elk Island National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.97626630,2013-03-30,2013
97626622@OBS,Canis lupus,species,Animalia,DOGS_CANIDAE,Wolf,1,unknown,-115.8,51.2,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.97626622,2013-04-14,2013
97626608@OBS,Turdus migratorius,species,Animalia,THRUSHES_TURDIDAE,American Robin,10,unknown,-115.437008142,51.1461832334,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.97626608,2013-04-01,2013
97106822@OBS,Branta hutchinsii,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Cackling Goose,4,unknown,-123.145494461,49.288578628,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.97106822,2013-06-08,2013
96905883@OBS,Haliaeetus leucocephalus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Bald Eagle,1,unknown,-75.9592,44.428,North America,Canada,Ontario,https://data.biodiversitydata.nl/obsint/observation/OBS.96905883,2014-10-06,2014
96905850@OBS,Troglodytes hiemalis,species,Animalia,WRENS_TROGLODYTIDAE,Winter Wren,1,unknown,-69.703,47.8802,North America,Canada,Saguenay-St. Lawrence Marine Park,https://data.biodiversitydata.nl/obsint/observation/OBS.96905850,2014-09-27,2014
96905845@OBS,Sitta canadensis,species,Animalia,NUTHATCHES_SITTIDAE,Red-breasted Nuthatch,10,unknown,-69.7034,47.8783,North America,Canada,Saguenay-St. Lawrence Marine Park,https://data.biodiversitydata.nl/obsint/observation/OBS.96905845,2014-09-27,2014
96905838@OBS,Antigone canadensis,species,Animalia,CRANES_GRUIDAE,Sandhill Crane,2,unknown,-79.2948,45.8904,North America,Canada,Ontario,https://data.biodiversitydata.nl/obsint/observation/OBS.96905838,2014-09-19,2014
96648101@OBS,Papilio eurymedon,species,Animalia,SWALLOWTAILS_PAPILIONIDAE,Pale Swallowtail,1,unknown,-124.92667,49.29022,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.96648101,2011-06-22,2011
96356038@OBS,Passerculus sandwichensis,species,Animalia,PASSERELLIDAE,Savannah Sparrow,1,unknown,-123.213815689,49.2179895487,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.96356038,2013-06-07,2013
96275645@OBS,Troglodytes pacificus,species,Animalia,WRENS_TROGLODYTIDAE,Pacific Wren,1,unknown,-115.937554900911,51.4880939746986,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.96275645,2011-05-24,2011
95561662@OBS,Callospermophilus lateralis,species,Animalia,SQUIRRELS_CHIPMUNKS_AND_PRAIRIEDOGS_SCIURIDAE,Golden-mantled Ground Squirrel,1,unknown,-115.937554900911,51.4880939746986,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.95561662,2011-05-25,2011
95561432@OBS,Ursus americanus,species,Animalia,BEARS_URSIDAE,American Black Bear,1,unknown,-117.803750209512,52.8043001154692,North America,Canada,Jasper National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.95561432,2011-05-26,2011
95561326@OBS,Odocoileus hemionus,species,Animalia,DEER_CERVIDAE,Mule Deer,1,unknown,-117.803750209512,52.8043001154692,North America,Canada,Jasper National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.95561326,2011-05-25,2011
95561207@OBS,Ursus arctos horribilis,subspecies,Animalia,BEARS_URSIDAE,Grizzly Bear,1,unknown,-116.984224319,52.1182858462,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.95561207,2011-05-25,2011
95561191@OBS,Ovis canadensis,species,Animalia,BOVIDS_BOVIDAE,Bighorn Sheep,1,unknown,-116.984224319,52.1182858462,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.95561191,2011-05-25,2011
95561180@OBS,Oreamnos americanus,species,Animalia,BOVIDS_BOVIDAE,Mountain Goat,1,unknown,-116.984224319,52.1182858462,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.95561180,2011-05-25,2011
89067744@OBS,Troglodytes pacificus,species,Animalia,WRENS_TROGLODYTIDAE,Pacific Wren,1,unknown,-123.910589218,49.1311556876,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067744,2014-08-06,2014
89067623@OBS,Melanitta americana,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Black Scoter,1,unknown,-124.35,49.3,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067623,2014-08-04,2014
89067618@OBS,Mergus merganser,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Common Merganser,1,unknown,-124.309558421,49.3304077437,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067618,2014-08-04,2014
89067462@OBS,Megaceryle alcyon,species,Animalia,KINGFISHERS_ALCEDINIDAE,Belted Kingfisher,1,unknown,-126.819705069,50.5422348601,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067462,2014-07-02,2014
89067458@OBS,Uria aalge,species,Animalia,AUKS_ALCIDAE,Common Murre,1,unknown,-126.663651466,50.5265101504,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067458,2014-08-01,2014
89067239@OBS,Histrionicus histrionicus,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Harlequin Duck,1,unknown,-126.827142835,50.5744052847,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067239,2014-08-01,2014
89067196@OBS,Larus californicus,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,California Gull,1,unknown,-126.833245531,50.5464080988,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067196,2014-07-31,2014
89067188@OBS,Corvus corax,species,Animalia,CROWS_AND_JAYS_CORVIDAE,Northern Raven,1,unknown,-126.825513393,50.5396442708,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067188,2014-07-31,2014
89067182@OBS,Troglodytes pacificus,species,Animalia,WRENS_TROGLODYTIDAE,Pacific Wren,1,unknown,-126.823453456,50.5413898127,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067182,2014-07-31,2014
89067160@OBS,Dendragapus fuliginosus,species,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Sooty Grouse,1,unknown,-126.858672202,50.2777112845,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067160,2014-07-30,2014
89067070@OBS,Eumetopias jubatus,species,Animalia,FUR_SEALS_OTARIIDAE,Steller Sea Lion,1,unknown,-126.072463095,49.2117652726,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89067070,2014-07-27,2014
89066908@OBS,Actitis macularius,species,Animalia,SANDPIPERS_AND_ALLIES_SCOLOPACIDAE,Spotted Sandpiper,1,unknown,-125.675854236,49.0058693312,North America,Canada,Pacific Rim National Park Reserve of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.89066908,2014-07-28,2014
89066885@OBS,Haematopus bachmani,species,Animalia,OYSTERCATCHERS_HAEMATOPODIDAE,Black Oystercatcher,1,unknown,-125.905973688,49.1293021018,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066885,2014-07-26,2014
89066853@OBS,Melanitta perspicillata,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Surf Scoter,1,unknown,-126.024051905,49.2281324317,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066853,2014-07-27,2014
89066696@OBS,Haliaeetus leucocephalus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Bald Eagle,1,unknown,-123.917955905,49.1442110943,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066696,2014-07-22,2014
89066549@OBS,Passer domesticus,species,Animalia,OLD_WORLD_SPARROWS_PASSERIDAE,House Sparrow,1,unknown,-123.348566182,48.4037006753,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066549,2014-07-19,2014
89066509@OBS,Megaceryle alcyon,species,Animalia,KINGFISHERS_ALCEDINIDAE,Belted Kingfisher,1,unknown,-123.394245878,48.4267228378,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066509,2014-07-20,2014
89066491@OBS,Uria aalge,species,Animalia,AUKS_ALCIDAE,Common Murre,1,unknown,-123.534822464,48.2575699568,North America,Canada,British Columbia (BC),https://data.biodiversitydata.nl/obsint/observation/OBS.89066491,2014-07-20,2014
89066460@OBS,Larus smithsonianus,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,American Herring Gull,1,unknown,-123.35,48.4,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066460,2014-07-18,2014
89066428@OBS,Larus heermanni,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Heermann's Gull,1,unknown,-123.348984271,48.4036504829,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066428,2014-07-18,2014
89066423@OBS,Numenius hudsonicus rufiventris,subspecies,Animalia,SANDPIPERS_AND_ALLIES_SCOLOPACIDAE,Hudsonian Whimbrel ssp rufiventris,1,unknown,-123.394110091,48.4287021073,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066423,2014-07-19,2014
89066415@OBS,Haematopus bachmani,species,Animalia,OYSTERCATCHERS_HAEMATOPODIDAE,Black Oystercatcher,1,unknown,-123.393323198,48.4244160958,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066415,2014-07-17,2014
89066396@OBS,Ardea herodias,species,Animalia,HERONS_ARDEIDAE,Great Blue Heron,1,unknown,-123.395232931,48.4255410016,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066396,2014-07-19,2014
89066376@OBS,Histrionicus histrionicus,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Harlequin Duck,1,unknown,-123.393337615,48.4245799607,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066376,2014-07-18,2014
89066371@OBS,Branta canadensis,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Canada Goose,1,unknown,-123.395190015,48.4252846961,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066371,2014-07-18,2014
89066361@OBS,Pandion haliaetus,species,Animalia,OSPREY_PANDIONIDAE,Western Osprey,1,unknown,-123.392164484,48.4259396964,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066361,2014-07-18,2014
89066348@OBS,Phoca vitulina,species,Animalia,SEALS_PHOCIDAE,Harbour Seal,1,unknown,-123.34395647,48.8592869817,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89066348,2014-07-17,2014
89066283@OBS,Ardea herodias,species,Animalia,HERONS_ARDEIDAE,Great Blue Heron,1,unknown,-122.806319743,49.0156088602,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.89066283,2014-07-15,2014
89066258@OBS,Turdus migratorius,species,Animalia,THRUSHES_TURDIDAE,American Robin,1,unknown,-122.808666006,49.0632096285,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.89066258,2014-07-14,2014
89036911@OBS,Turdus migratorius,species,Animalia,THRUSHES_TURDIDAE,American Robin,1,unknown,-123.364620209,48.4140489256,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89036911,2010-09-09,2010
89036594@OBS,Cerorhinca monocerata,species,Animalia,AUKS_ALCIDAE,Rhinoceros Auklet,1,unknown,-123.258705139,48.4123398118,North America,Canada,British Columbia (BC),https://data.biodiversitydata.nl/obsint/observation/OBS.89036594,2010-09-12,2010
89036578@OBS,Cepphus columba,species,Animalia,AUKS_ALCIDAE,Pigeon Guillemot,1,unknown,-123.258705139,48.4123398118,North America,Canada,British Columbia (BC),https://data.biodiversitydata.nl/obsint/observation/OBS.89036578,2010-09-12,2010
89036533@OBS,Larus glaucescens,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Glaucous-winged Gull,1,unknown,-123.348870277,48.4032805492,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89036533,2010-09-11,2010
89035707@OBS,Mareca americana,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,American Wigeon,1,unknown,-123.10790062,49.0196340402,North America,Canada,Vancouver,https://data.biodiversitydata.nl/obsint/observation/OBS.89035707,2010-09-07,2010
89035684@OBS,Histrionicus histrionicus,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Harlequin Duck,1,unknown,-123.276622295,48.4211411342,North America,Canada,British Columbia (BC),https://data.biodiversitydata.nl/obsint/observation/OBS.89035684,2010-09-12,2010
89035639@OBS,Branta canadensis,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Canada Goose,1,unknown,-123.373374939,48.4247580644,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.89035639,2010-09-12,2010
89035544@OBS,Melanitta americana,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Black Scoter,1,unknown,-122.85,49,North America,Canada,British Columbia (BC),https://data.biodiversitydata.nl/obsint/observation/OBS.89035544,2010-09-06,2010
88984253@OBS,Eumetopias jubatus,species,Animalia,FUR_SEALS_OTARIIDAE,Steller Sea Lion,100,unknown,-123.234672546,48.4341836572,North America,Canada,British Columbia (BC),https://data.biodiversitydata.nl/obsint/observation/OBS.88984253,2010-09-12,2010
88973758@OBS,Strix nebulosa,species,Animalia,OWLS_STRIGIDAE,Great Grey Owl,1,unknown,-115.80581967,51.22954033,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.88973758,2014-10-04,2014
88850367@OBS,Marmota caligata,species,Animalia,SQUIRRELS_CHIPMUNKS_AND_PRAIRIEDOGS_SCIURIDAE,Hoary Marmot,1,unknown,-116.52482897,51.5327745575,North America,Canada,Yoho National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.88850367,2014-09-11,2014
88790462@OBS,Perisoreus canadensis,species,Animalia,CROWS_AND_JAYS_CORVIDAE,Canada Jay,1,unknown,-117.635671869,52.7296908718,North America,Canada,Jasper National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.88790462,2014-09-16,2014
88790380@OBS,Nucifraga columbiana,species,Animalia,CROWS_AND_JAYS_CORVIDAE,Clark's Nutcracker,1,unknown,-116.217469946,51.4166055409,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.88790380,2014-09-25,2014
88789637@OBS,Alces americanus,synonym,Animalia,DEER_CERVIDAE,Moose,1,unknown,-117.640127689,52.7419035562,North America,Canada,Jasper National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.88789637,2014-09-18,2014
88789604@OBS,Cervus canadensis,species,Animalia,DEER_CERVIDAE,American Elk,1,adult,-118.069094718,52.8982884994,North America,Canada,Jasper National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.88789604,2014-09-16,2014
88789008@OBS,Turdus migratorius,species,Animalia,THRUSHES_TURDIDAE,American Robin,6,unknown,-115.26269754,51.04012378,North America,Canada,Alberta,https://data.biodiversitydata.nl/obsint/observation/OBS.88789008,2014-09-23,2014
88788762@OBS,Ursus americanus,species,Animalia,BEARS_URSIDAE,American Black Bear,1,unknown,-115.974651575,51.2924083837,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.88788762,2014-09-24,2014
88788139@OBS,Canis lupus,species,Animalia,DOGS_CANIDAE,Wolf,1,unknown,-115.85,51.2,North America,Canada,Banff National Park of Canada,https://data.biodiversitydata.nl/obsint/observation/OBS.88788139,2014-09-23,2014
88217254@OBS,Ursus americanus,species,Animalia,BEARS_URSIDAE,American Black Bear,1,unknown,-126.878155768,50.5187195893,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.88217254,2014-08-02,2014
88217161@OBS,Ursus americanus,species,Animalia,BEARS_URSIDAE,American Black Bear,2,unknown,-125.842616558,49.1144377827,North America,Canada,Vancouver Island,https://data.biodiversitydata.nl/obsint/observation/OBS.88217161,2014-07-27,2014
